Time  Up  Ip  Btor  Ur  Up  Ip  Btor  Ur
0  0,0210  -0,5638  -0,2682  -6,0000  0,0420  -0,5951  -0,2980  -8,0000
30,77  2,7300  33,9509  21,4858  606,0000  0,0210  -0,1566  21,5156  373,0000
30,804  2,8140  33,9509  21,5156  607,0000  0,0000  -0,1253  21,5156  373,0000
30,838  2,7720  33,9822  21,4858  608,0000  0,0420  -0,1566  21,5156  374,0000
30,872  2,8140  33,9822  21,5156  609,0000  0,0630  -0,1253  21,4858  373,0000
30,906  2,8560  33,9822  21,4858  610,0000  0,0000  -0,1253  21,5156  374,0000
30,94  2,7930  33,9822  21,4858  610,0000  0,0210  -0,1253  21,5156  373,0000
30,974  2,8560  33,9822  21,4858  611,0000  0,0210  -0,1253  21,4858  373,0000
31,008  2,7720  34,0135  21,4858  613,0000  0,0420  -0,1253  21,4858  373,0000
31,042  2,7090  33,9822  21,4858  613,0000  0,0210  -0,1253  21,4858  373,0000
31,076  2,7720  34,0135  21,4858  614,0000  -0,0210  -0,1566  21,4858  373,0000
31,11  2,8980  33,9822  21,4858  615,0000  0,0000  -0,1253  21,4858  373,0000
31,144  2,9400  34,0135  21,4560  616,0000  -0,0210  -0,1253  21,4858  374,0000
31,178  2,8350  33,9822  21,4560  617,0000  0,0210  -0,1253  21,4858  374,0000
31,212  2,7090  34,0135  21,4858  618,0000  0,0420  -0,0940  21,4858  373,0000
31,246  2,8560  34,0135  21,4560  619,0000  0,0000  -0,0940  21,4858  373,0000
31,28  2,8140  34,0135  21,4560  620,0000  0,0210  -0,0940  21,4858  373,0000
31,314  2,8560  34,0135  21,4858  621,0000  0,0210  -0,1253  21,4858  373,0000
31,348  2,7930  33,9822  21,4560  622,0000  0,0000  -0,0940  21,4858  373,0000
31,382  2,7930  33,9822  21,4560  622,0000  0,0210  -0,0940  21,4560  373,0000
31,416  2,8140  33,9822  21,4262  623,0000  0,0210  -0,0940  21,4560  372,0000
31,45  2,8350  34,0135  21,4560  624,0000  0,0210  -0,0940  21,4560  373,0000
31,484  2,8770  34,0135  21,4560  624,0000  0,0210  -0,0940  21,4560  373,0000
31,518  2,9190  33,9822  21,4560  625,0000  0,0210  -0,0940  21,4560  374,0000
31,552  2,7300  34,0135  21,4560  624,0000  0,0210  -0,0940  21,4560  373,0000
31,586  2,6880  34,0135  21,4262  626,0000  0,0210  -0,0626  21,4262  374,0000
31,62  3,0030  34,0135  21,4262  627,0000  0,0000  -0,0940  21,4560  373,0000
31,654  2,6880  34,0135  21,4262  627,0000  0,0420  -0,0940  21,4560  373,0000
31,688  2,9820  33,9822  21,4262  628,0000  0,0210  -0,0626  21,4560  374,0000
31,722  2,8140  34,0448  21,4262  628,0000  0,0210  -0,0313  21,4262  374,0000
31,756  2,8350  34,0135  21,4262  628,0000  0,0420  -0,0626  21,4262  374,0000
31,79  2,7720  34,0135  21,4262  630,0000  0,0420  -0,0626  21,4262  374,0000
31,824  2,7930  34,0135  21,4262  630,0000  0,0420  -0,0626  21,4262  373,0000
31,858  2,8350  34,0135  21,3964  630,0000  0,0420  -0,0313  21,4262  373,0000
31,892  2,7090  34,0448  21,3964  631,0000  0,0420  -0,0626  21,4262  374,0000
31,926  2,7720  34,0448  21,4262  632,0000  0,0000  -0,0313  21,4262  373,0000
31,96  2,8140  34,0448  21,4262  632,0000  0,0000  -0,0313  21,4262  373,0000
31,994  2,6670  34,0135  21,3964  633,0000  0,0210  -0,0313  21,3964  373,0000
32,028  2,7300  34,0448  21,3964  634,0000  0,0210  -0,0313  21,3964  373,0000
32,062  2,8770  34,0448  21,3964  635,0000  0,0210  0,0000  21,3666  373,0000
32,096  2,7720  34,0448  21,3964  636,0000  0,0000  -0,0313  21,3964  373,0000
32,13  2,8350  34,0448  21,3666  637,0000  0,0210  -0,0313  21,3964  373,0000
32,164  2,7300  34,0135  21,3666  637,0000  0,0210  0,0000  21,3666  373,0000
32,198  2,7300  34,0448  21,3666  637,0000  0,0420  -0,0313  21,3666  374,0000
32,232  2,7300  34,0448  21,3666  638,0000  0,0420  0,0000  21,3666  373,0000
32,266  2,6880  34,0448  21,3666  638,0000  0,0420  0,0313  21,4262  374,0000
32,3  2,6460  34,0135  21,3666  639,0000  0,0210  0,0000  21,3666  373,0000
32,334  2,7930  34,0762  21,3368  640,0000  0,0420  0,0000  21,3368  373,0000
32,368  2,7510  34,0762  21,3666  643,0000  0,0210  0,0000  21,3368  374,0000
32,402  2,6670  34,0448  21,3368  643,0000  0,0000  0,0313  21,3964  373,0000
32,436  2,6880  34,1075  21,3666  644,0000  0,0420  0,0313  21,3964  373,0000
32,47  2,8140  34,0448  21,3368  644,0000  0,0420  0,0313  21,3964  373,0000
32,504  2,6880  34,0762  21,3368  644,0000  0,0210  0,0313  21,3666  373,0000
32,538  2,7090  34,0762  21,3368  645,0000  0,0210  0,0313  21,3666  373,0000
32,572  2,8350  34,1075  21,3368  647,0000  0,0000  0,0313  21,3666  373,0000
32,606  2,6880  34,0762  21,3070  648,0000  0,0210  0,0313  21,3368  373,0000
32,64  2,6880  34,0762  21,3368  649,0000  0,0420  0,0626  21,3666  374,0000
32,674  2,7510  34,1075  21,3666  649,0000  0,0210  0,0626  21,3666  373,0000
32,708  2,8140  34,1075  21,3070  650,0000  0,0420  0,0626  21,3368  373,0000
32,742  2,8350  34,0762  21,3070  651,0000  0,0420  0,0626  21,3070  373,0000
32,776  2,7300  34,0762  21,2772  651,0000  0,0210  0,0940  21,3368  373,0000
32,81  2,6460  34,1075  21,3070  652,0000  0,0210  0,0626  21,3368  372,0000
32,844  2,7930  34,1075  21,3070  653,0000  0,0420  0,0940  21,3070  373,0000
32,878  2,6880  34,1075  21,3070  654,0000  0,0420  0,0940  21,3070  373,0000
32,912  2,7090  34,1075  21,2772  654,0000  0,0000  0,0940  21,3070  372,0000
32,946  2,7930  34,1388  21,3070  656,0000  0,0420  0,0940  21,3070  372,0000
32,98  2,8140  34,1388  21,3070  656,0000  0,0420  0,0940  21,3070  372,0000
33,014  2,8770  34,1388  21,2772  657,0000  0,0420  0,1253  21,3070  372,0000
33,048  2,7510  34,1075  21,2772  658,0000  0,0210  0,0940  21,2772  372,0000
33,082  2,7510  34,1075  21,2772  659,0000  0,0210  0,0940  21,2772  372,0000
33,116  2,7930  34,1075  21,2772  658,0000  0,0630  0,1253  21,2772  372,0000
33,15  2,7300  34,1388  21,2474  659,0000  0,0000  0,1253  21,2474  372,0000
33,184  2,7510  34,1075  21,2474  660,0000  0,0210  0,1253  21,2176  371,0000
33,218  2,7930  34,1075  21,2772  660,0000  0,0210  0,1253  21,2474  372,0000
33,252  2,8350  34,1388  21,2474  661,0000  0,0210  0,1253  21,2176  371,0000
33,286  2,8140  34,1075  21,2474  661,0000  0,0420  0,1253  21,2176  371,0000
33,32  2,6250  34,1075  21,2176  661,0000  0,0210  0,1253  21,2474  371,0000
33,354  2,7930  34,1388  21,2176  662,0000  0,0210  0,1566  21,2176  370,0000
33,388  2,6460  34,1388  21,2176  662,0000  0,0210  0,1566  21,2176  371,0000
33,422  2,6250  34,1075  21,2176  662,0000  0,0420  0,1566  21,2176  371,0000
33,456  2,6460  34,1075  21,1878  663,0000  0,0210  0,1566  21,2176  371,0000
33,49  2,8140  34,1701  21,2176  663,0000  0,0420  0,1566  21,1878  371,0000
33,524  2,7090  34,1388  21,1878  665,0000  0,0420  0,1566  21,2176  371,0000
33,558  2,8140  34,1075  21,1878  666,0000  0,0000  0,1566  21,1878  371,0000
33,592  2,7300  34,1388  21,1878  666,0000  0,0210  0,1566  21,1878  372,0000
33,626  2,7720  34,1388  21,1580  667,0000  0,0210  0,1879  21,1878  371,0000
33,66  2,8350  34,1388  21,1878  667,0000  0,0420  0,1879  21,1878  371,0000
33,694  2,6040  34,1388  21,1580  668,0000  0,0210  0,1566  21,1580  370,0000
33,728  2,7930  34,1388  21,1580  669,0000  0,0210  0,1879  21,1580  370,0000
33,762  2,6250  34,1075  21,1580  669,0000  0,0210  0,1879  21,1580  371,0000
33,796  2,7090  34,1388  21,1282  670,0000  0,0420  0,2192  21,1580  370,0000
33,83  2,6460  34,1075  21,1580  671,0000  0,0210  0,1879  21,1580  370,0000
33,864  2,7090  34,1388  21,1282  671,0000  0,0000  0,1879  21,1282  370,0000
33,898  2,6250  34,1075  21,1282  673,0000  0,0210  0,1879  21,1580  370,0000
33,932  2,6460  34,1075  21,1282  673,0000  0,0420  0,1879  21,1282  370,0000
33,966  2,6460  34,1075  21,1282  674,0000  0,0420  0,1879  21,0984  369,0000
34  2,6040  34,0762  21,0686  676,0000  0,0210  0,1879  21,0984  370,0000
34,034  2,7090  34,1388  21,0984  675,0000  0,0420  0,2192  21,0984  369,0000
34,068  2,6670  34,0762  21,0686  676,0000  0,0000  0,2506  21,0984  369,0000
34,102  2,7090  34,1388  21,0984  677,0000  0,0210  0,2192  21,0984  370,0000
34,136  2,6670  34,0762  21,0388  679,0000  0,0420  0,1879  21,0686  370,0000
34,17  2,6250  34,0762  21,0388  679,0000  0,0210  0,2192  21,0686  369,0000
34,204  2,7720  34,1388  21,0686  681,0000  0,0420  0,2192  21,0686  369,0000
34,238  2,6250  34,0762  21,0090  682,0000  0,0000  0,2192  21,0686  370,0000
34,272  2,6670  34,0762  21,0388  683,0000  0,0210  0,2192  21,0686  370,0000
34,306  2,6880  34,1075  21,0388  685,0000  0,0420  0,2506  21,0388  369,0000
34,34  2,6670  34,0762  20,9792  685,0000  0,0420  0,2506  21,0388  369,0000
34,374  2,7300  34,1075  21,0388  686,0000  0,0000  0,2192  21,0388  369,0000
34,408  2,7300  34,1075  21,0090  687,0000  0,0210  0,2192  21,0388  369,0000
34,442  2,5620  34,0762  20,9792  688,0000  0,0420  0,2506  21,0090  368,0000
34,476  2,6040  34,0762  20,9792  689,0000  0,0420  0,2819  21,0090  368,0000
34,51  2,6040  34,0448  20,9494  692,0000  0,0000  0,2506  20,9792  369,0000
34,544  2,7930  34,0762  20,9494  693,0000  0,0000  0,2506  20,9792  368,0000
34,578  2,7930  34,0762  20,9494  693,0000  0,0210  0,2506  20,9792  368,0000
34,612  2,7510  34,0762  20,9494  696,0000  -0,1050  0,2506  20,9792  368,0000
34,646  2,6460  34,0448  20,9494  695,0000  0,0420  0,2506  20,9792  368,0000
34,68  2,7300  34,0448  20,9494  696,0000  0,0210  0,2506  20,9792  368,0000
34,714  2,8140  34,0448  20,9196  697,0000  0,0210  0,2819  20,9494  369,0000
34,748  2,7720  34,0448  20,9196  699,0000  0,0210  0,2506  20,9494  369,0000
34,782  2,6880  34,0762  20,8898  700,0000  0,0000  0,2819  20,9494  369,0000
34,816  2,6880  34,0762  20,8898  700,0000  0,0420  0,2819  20,9494  369,0000
34,85  2,5830  34,0135  20,8898  702,0000  0,0000  0,2819  20,9196  368,0000
34,884  2,6880  34,0762  20,8898  702,0000  0,0000  0,3132  20,9196  367,0000
34,918  2,6880  34,0448  20,8898  704,0000  0,0210  0,2819  20,9196  369,0000
34,952  2,7930  34,0448  20,8898  706,0000  0,0000  0,2819  20,8898  369,0000
34,986  2,7930  34,0448  20,8600  707,0000  0,0210  0,3132  20,8898  368,0000
35,02  2,7300  34,0448  20,8600  709,0000  0,0420  0,2819  20,8898  368,0000
35,054  2,7300  34,0448  20,8600  709,0000  0,0000  0,3132  20,8898  367,0000
35,088  2,7300  34,0448  20,8302  710,0000  0,0420  0,3132  20,8600  367,0000
35,122  2,6880  34,0448  20,8302  712,0000  0,0630  0,3132  20,8600  368,0000
35,156  2,7930  34,0448  20,8302  712,0000  0,0210  0,3132  20,8600  367,0000
35,19  2,8350  34,0135  20,8302  712,0000  0,0210  0,3445  20,8600  367,0000
35,224  2,6460  33,9822  20,8302  713,0000  0,0210  0,3445  20,8600  368,0000
35,258  2,8350  34,0135  20,8004  714,0000  0,0420  0,3445  20,8302  367,0000
35,292  2,7720  34,0448  20,8004  715,0000  0,0420  0,3132  20,8302  367,0000
35,326  2,8770  34,0448  20,8004  714,0000  -0,0210  0,2819  20,8302  366,0000
35,36  2,7090  34,0135  20,7706  716,0000  0,0210  0,3758  20,8004  367,0000
35,394  2,5830  33,9822  20,7706  717,0000  0,0210  0,3445  20,7706  366,0000
35,428  2,8140  34,0135  20,7706  718,0000  0,0000  0,3758  20,7706  367,0000
35,462  2,8350  33,9822  20,7706  719,0000  0,0000  0,3758  20,7706  365,0000
35,496  2,6250  33,9509  20,7408  718,0000  0,0000  0,3445  20,7706  366,0000
35,53  2,6460  33,9509  20,7408  721,0000  0,0210  0,3445  20,7408  366,0000
35,564  2,7090  33,9822  20,7110  722,0000  0,0420  0,3758  20,7408  366,0000
35,598  2,7300  34,0135  20,7110  723,0000  0,0420  0,4072  20,7408  366,0000
35,632  2,6670  33,9822  20,7110  724,0000  0,0210  0,3758  20,7408  366,0000
35,666  2,7510  34,0135  20,6812  724,0000  0,0000  0,4072  20,6812  366,0000
35,7  2,6880  34,0135  20,6812  725,0000  0,0000  0,4385  20,7110  366,0000
35,734  2,5830  33,9822  20,7110  725,0000  0,0000  0,4072  20,7110  366,0000
35,768  2,6460  33,9822  20,6514  727,0000  0,0210  0,4072  20,6812  365,0000
35,802  2,5830  33,9822  20,6514  729,0000  0,0420  0,4072  20,6812  365,0000
35,836  2,7300  34,0448  20,6812  731,0000  0,0000  0,4072  20,6812  365,0000
35,87  2,9400  34,0135  20,6514  731,0000  0,0420  0,4385  20,6514  365,0000
35,904  2,7090  34,0135  20,6514  733,0000  0,0210  0,4385  20,6514  365,0000
35,938  2,7090  34,0135  20,6216  734,0000  0,0000  0,4698  20,6216  365,0000
35,972  2,7930  34,0135  20,5918  735,0000  0,0210  0,4698  20,6216  364,0000
36,006  2,6880  34,0135  20,5918  736,0000  0,0420  0,4385  20,6216  365,0000
36,04  2,7300  34,0135  20,5918  738,0000  0,0210  0,4385  20,6216  365,0000
36,074  2,6880  34,0135  20,5918  738,0000  0,0210  0,4698  20,6216  364,0000
36,108  2,8140  33,9509  20,5620  740,0000  0,0420  0,4698  20,5918  364,0000
36,142  2,6880  33,9822  20,5620  740,0000  0,0210  0,4698  20,5918  364,0000
36,176  2,7930  33,9822  20,5620  741,0000  0,0210  0,4698  20,5620  364,0000
36,21  2,6040  33,9509  20,5620  742,0000  0,0210  0,4698  20,5620  363,0000
36,244  2,7930  33,9822  20,5620  744,0000  0,0210  0,5011  20,5620  364,0000
36,278  2,6670  33,9509  20,5024  745,0000  0,0210  0,5011  20,5620  364,0000
36,312  2,8140  33,9822  20,5024  745,0000  0,0000  0,5011  20,5322  363,0000
36,346  2,9400  33,9509  20,5024  747,0000  -0,0210  0,4385  20,5322  363,0000
36,38  2,8140  33,9822  20,4726  748,0000  0,0420  0,5011  20,5024  363,0000
36,414  2,5830  33,9196  20,5024  748,0000  0,0420  0,5011  20,5024  363,0000
36,448  2,8560  33,9509  20,4726  750,0000  0,0210  0,5324  20,5024  362,0000
36,482  2,7720  33,9509  20,4726  751,0000  0,0210  0,5324  20,5024  362,0000
36,516  2,9610  33,9509  20,4428  752,0000  0,0210  0,5324  20,5024  362,0000
36,55  2,8770  33,9509  20,4428  753,0000  0,0210  0,5324  20,4726  363,0000
36,584  2,6880  33,9509  20,4428  753,0000  0,0210  0,5324  20,4726  363,0000
36,618  2,8140  33,9196  20,4428  753,0000  0,0210  0,5324  20,4726  362,0000
36,652  2,7510  33,9196  20,4130  755,0000  0,0210  0,5324  20,4428  362,0000
36,686  2,7090  33,9196  20,4130  755,0000  0,0210  0,5324  20,4428  361,0000
36,72  2,7510  33,8882  20,4130  757,0000  0,0420  0,5324  20,4130  362,0000
36,754  2,7930  33,9196  20,3832  757,0000  0,0000  0,5638  20,4130  361,0000
36,788  2,8140  33,9196  20,3832  758,0000  0,0000  0,5638  20,3832  362,0000
36,822  2,7510  33,9196  20,3832  760,0000  0,0630  0,5638  20,4130  361,0000
36,856  2,8560  33,9196  20,3534  760,0000  0,0210  0,5638  20,3832  360,0000
36,89  2,7930  33,8882  20,3534  762,0000  0,0210  0,5324  20,3534  361,0000
36,924  2,7510  33,8882  20,3236  763,0000  0,0000  0,5638  20,3534  361,0000
36,958  2,8140  33,8882  20,3236  763,0000  0,0210  0,5638  20,3534  361,0000
36,992  2,7300  33,8569  20,3236  764,0000  0,0000  0,5951  20,3236  360,0000
37,026  2,7930  33,8882  20,2938  765,0000  0,0210  0,5951  20,3236  361,0000
37,06  2,6880  33,8569  20,2938  766,0000  0,0000  0,5951  20,3236  360,0000
37,094  2,7510  33,8569  20,2938  767,0000  0,0420  0,5951  20,3236  360,0000
37,128  2,6040  33,8569  20,2640  768,0000  0,0000  0,6264  20,2938  359,0000
37,162  2,7510  33,8569  20,2640  768,0000  0,0210  0,6264  20,2640  359,0000
37,196  2,8980  33,8569  20,2342  769,0000  0,0630  0,6264  20,2938  360,0000
37,23  2,7510  33,8569  20,2342  771,0000  0,0630  0,6264  20,2640  359,0000
37,264  2,8350  33,8569  20,2342  772,0000  0,0210  0,6264  20,2342  360,0000
37,298  2,8140  33,8256  20,2044  773,0000  0,0000  0,6577  20,2342  358,0000
37,332  2,6880  33,8569  20,1746  775,0000  0,0210  0,6264  20,2342  360,0000
37,366  2,7930  33,8256  20,2044  776,0000  0,0000  0,6577  20,2044  358,0000
37,4  2,7930  33,8256  20,1746  777,0000  0,0210  0,6264  20,1746  359,0000
37,434  2,8980  33,8256  20,1746  778,0000  0,0000  0,6577  20,1746  359,0000
37,468  2,8140  33,7943  20,1448  778,0000  0,0000  0,6577  20,1746  359,0000
37,502  2,7720  33,8256  20,1150  779,0000  0,0420  0,6577  20,1746  358,0000
37,536  2,7720  33,8256  20,1150  782,0000  0,0210  0,6890  20,1448  358,0000
37,57  2,7300  33,7943  20,1150  782,0000  0,0210  0,6890  20,1150  358,0000
37,604  2,7720  33,7943  20,1150  783,0000  0,0420  0,6890  20,1150  358,0000
37,638  2,8140  33,7943  20,0852  785,0000  0,0210  0,6890  20,1150  358,0000
37,672  2,9190  33,7943  20,0852  787,0000  0,0210  0,6890  20,1150  359,0000
37,706  2,7720  33,8256  20,0852  787,0000  0,0000  0,6890  20,1150  358,0000
37,74  2,8140  33,7630  20,0554  788,0000  0,0210  0,6890  20,0852  358,0000
37,774  2,7930  33,7943  20,0554  790,0000  0,0630  0,7204  20,0852  357,0000
37,808  2,8350  33,7630  20,0554  790,0000  -0,0210  0,6577  20,0554  357,0000
37,842  2,8140  33,7630  20,0256  790,0000  0,0210  0,7204  20,0554  357,0000
37,876  2,7300  33,7630  20,0256  789,0000  0,0630  0,7204  20,0256  357,0000
37,91  2,7090  33,7316  19,9958  792,0000  0,0210  0,7517  20,0256  356,0000
37,944  2,6040  33,7003  19,9958  792,0000  0,0210  0,7204  19,9958  355,0000
37,978  2,8350  33,7630  19,9660  793,0000  0,0210  0,7204  19,9958  355,0000
38,012  2,8350  33,7316  19,9660  795,0000  0,0210  0,7204  19,9958  356,0000
38,046  2,8980  33,7316  19,9660  795,0000  0,0000  0,7517  19,9660  355,0000
38,08  2,9400  33,7316  19,9362  797,0000  -0,0210  0,6890  19,9660  355,0000
38,114  2,8560  33,7003  19,9362  798,0000  0,0000  0,7517  19,9362  355,0000
38,148  2,8350  33,7003  19,9064  799,0000  0,0210  0,7517  19,9362  354,0000
38,182  2,7930  33,7003  19,9064  799,0000  0,0210  0,7517  19,9064  354,0000
38,216  2,7510  33,7316  19,9064  799,0000  0,0210  0,7517  19,9064  354,0000
38,25  2,8140  33,7003  19,8766  802,0000  0,0420  0,7830  19,8766  354,0000
38,284  2,7510  33,7003  19,8766  803,0000  0,0210  0,7517  19,8766  354,0000
38,318  2,7510  33,7003  19,8766  804,0000  0,0000  0,7517  19,8766  354,0000
38,352  2,9820  33,6690  19,8468  805,0000  0,0000  0,7517  19,8468  354,0000
38,386  2,8140  33,7003  19,8170  807,0000  0,0420  0,7830  19,8468  354,0000
38,42  2,9820  33,6690  19,8170  808,0000  0,0420  0,7830  19,8170  353,0000
38,454  2,9400  33,6690  19,8170  807,0000  0,0210  0,7830  19,8170  353,0000
38,488  3,0030  33,6690  19,8170  808,0000  0,0210  0,7517  19,8170  353,0000
38,522  3,0030  33,6690  19,7872  809,0000  0,0210  0,7517  19,7872  353,0000
38,556  2,8980  33,6690  19,7574  810,0000  0,0000  0,7830  19,7872  352,0000
38,59  2,9610  33,6377  19,7574  813,0000  0,0420  0,7830  19,7872  351,0000
38,624  2,7510  33,6377  19,7574  811,0000  0,0420  0,7830  19,7872  352,0000
38,658  2,9610  33,6377  19,7574  813,0000  0,0210  0,7830  19,7574  352,0000
38,692  3,0450  33,6377  19,6978  814,0000  0,0210  0,7830  19,7276  352,0000
38,726  2,7510  33,6064  19,7276  815,0000  0,0210  0,7830  19,7276  351,0000
38,76  2,9190  33,6064  19,6978  815,0000  0,0210  0,8143  19,7276  351,0000
38,794  2,7300  33,6064  19,6680  816,0000  0,0210  0,7830  19,7276  351,0000
38,828  2,7720  33,6064  19,6978  816,0000  0,0630  0,8143  19,6680  350,0000
38,862  2,8350  33,6064  19,6680  817,0000  0,0630  0,8143  19,6680  351,0000
38,896  2,6670  33,5750  19,6680  819,0000  0,0210  0,8456  19,6382  351,0000
38,93  2,7930  33,6064  19,6382  818,0000  0,0210  0,8143  19,6382  350,0000
38,964  2,7930  33,6064  19,6084  820,0000  0,0210  0,8143  19,6382  350,0000
38,998  2,8560  33,6064  19,6084  821,0000  0,0210  0,8456  19,6382  350,0000
39,032  2,7930  33,5750  19,5786  822,0000  0,0000  0,8456  19,6084  348,0000
39,066  2,8350  33,5750  19,5786  823,0000  0,0420  0,8143  19,6084  349,0000
39,1  2,8350  33,5750  19,5488  825,0000  0,0210  0,8456  19,5488  349,0000
39,134  2,8770  33,6064  19,5488  826,0000  0,0420  0,8456  19,5786  349,0000
39,168  3,0450  33,5750  19,5488  827,0000  0,0420  0,8143  19,5488  349,0000
39,202  2,8140  33,5437  19,5488  827,0000  0,0000  0,8456  19,5488  347,0000
39,236  2,9400  33,5437  19,5190  830,0000  0,0420  0,8456  19,5190  348,0000
39,27  2,9820  33,5437  19,4892  829,0000  0,0420  0,8456  19,5190  348,0000
39,304  3,0030  33,5437  19,4892  830,0000  0,0210  0,8770  19,4892  348,0000
39,338  2,9190  33,5124  19,4594  831,0000  0,0000  0,8770  19,4892  348,0000
39,372  2,9190  33,5437  19,4594  832,0000  0,0210  0,8456  19,4892  347,0000
39,406  2,8980  33,5437  19,4594  832,0000  0,0420  0,8770  19,4594  347,0000
39,44  2,7090  33,5124  19,4296  833,0000  0,0420  0,8770  19,4594  347,0000
39,474  2,7300  33,5124  19,3998  834,0000  0,0210  0,8770  19,4296  347,0000
39,508  2,7930  33,5124  19,3700  834,0000  0,0210  0,8770  19,4296  346,0000
39,542  2,6880  33,5124  19,3700  836,0000  0,0000  0,9083  19,3700  345,0000
39,576  2,9400  33,5124  19,3998  836,0000  0,0000  0,9083  19,3998  345,0000
39,61  2,8560  33,5124  19,3700  837,0000  0,0000  0,9083  19,3998  345,0000
39,644  2,9400  33,4811  19,3402  838,0000  0,0210  0,8770  19,3402  345,0000
39,678  2,8770  33,4811  19,3402  839,0000  0,0420  0,8770  19,3700  344,0000
39,712  2,7720  33,4498  19,3104  840,0000  0,0420  0,9083  19,3402  345,0000
39,746  2,8560  33,4811  19,3104  840,0000  0,0210  0,9083  19,3104  344,0000
39,78  2,8350  33,4498  19,2806  842,0000  0,0420  0,9083  19,3104  344,0000
39,814  2,6880  33,4498  19,2806  842,0000  0,0210  0,9396  19,2806  344,0000
39,848  2,7510  33,4498  19,2806  843,0000  0,0420  0,9083  19,2806  344,0000
39,882  2,8560  33,4498  19,2508  844,0000  0,0210  0,9396  19,2508  343,0000
39,916  2,7300  33,4498  19,2508  845,0000  0,0210  0,9396  19,2508  343,0000
39,95  2,8350  33,4184  19,1912  846,0000  0,0420  0,9396  19,2210  343,0000
39,984  2,8560  33,4184  19,2210  847,0000  0,0420  0,9709  19,2210  342,0000
40,018  2,8560  33,4184  19,1912  848,0000  0,0210  0,9396  19,1912  342,0000
40,052  2,8980  33,3871  19,1912  849,0000  0,0000  0,9396  19,1912  342,0000
40,086  2,7930  33,3871  19,1614  850,0000  0,0210  0,9396  19,1614  342,0000
40,12  2,8560  33,3871  19,1316  851,0000  0,0210  0,9396  19,1614  341,0000
40,154  2,8770  33,3558  19,1316  852,0000  -0,0210  0,9083  19,1316  340,0000
40,188  2,9190  33,3558  19,1316  853,0000  0,0000  0,9709  19,1316  341,0000
40,222  2,8770  33,3871  19,1018  854,0000  0,0210  0,9709  19,1316  340,0000
40,256  2,9190  33,3871  19,1018  856,0000  0,0210  1,0022  19,1018  340,0000
40,29  2,8770  33,3558  19,1018  857,0000  0,0210  0,9709  19,1018  339,0000
40,324  2,7720  33,3558  19,0720  858,0000  0,0420  0,9709  19,0720  339,0000
40,358  2,8140  33,2932  19,0422  860,0000  0,0630  0,9709  19,0720  340,0000
40,392  2,8560  33,3245  19,0124  861,0000  0,0210  1,0022  19,0422  341,0000
40,426  2,9610  33,2932  19,0422  862,0000  0,0420  0,9709  19,0720  339,0000
40,46  2,7720  33,3245  19,0124  863,0000  0,0210  1,0022  19,0124  341,0000
40,494  2,8980  33,3245  18,9826  865,0000  0,0210  1,0022  19,0124  340,0000
40,528  2,9400  33,3245  18,9826  865,0000  0,0630  1,0022  18,9826  339,0000
40,562  2,8560  33,2932  18,9528  866,0000  0,0000  1,0022  18,9528  339,0000
40,596  2,9400  33,2932  18,9528  867,0000  0,0000  1,0022  18,9528  338,0000
40,63  2,8140  33,2618  18,9528  869,0000  0,0210  1,0022  18,9528  339,0000
40,664  2,7720  33,2618  18,9230  870,0000  0,0210  1,0336  18,9230  338,0000
40,698  2,8560  33,2618  18,9230  870,0000  0,0420  0,9709  18,8932  338,0000
40,732  2,8560  33,2618  18,8634  871,0000  0,0210  1,0336  18,8932  338,0000
40,766  2,7720  33,2305  18,8932  873,0000  0,0210  1,0022  18,8634  338,0000
40,8  2,9400  33,2305  18,8634  874,0000  0,0210  1,0022  18,8634  337,0000
40,834  2,8770  33,2305  18,8634  874,0000  0,0210  1,0336  18,8336  337,0000
40,868  2,9400  33,2305  18,8336  875,0000  0,0000  1,0336  18,8336  337,0000
40,902  2,4780  33,1679  18,8038  878,0000  0,0420  1,0336  18,8336  336,0000
40,936  2,6670  33,1366  18,8038  881,0000  0,0000  1,0336  18,8038  336,0000
40,97  2,8980  33,1052  18,7740  886,0000  0,0420  1,0649  18,7740  336,0000
41,004  2,8140  33,0739  18,8038  890,0000  0,0000  1,0649  18,7442  336,0000
41,038  3,0450  33,1052  18,7442  892,0000  0,0210  1,0649  18,7442  336,0000
41,072  2,9820  33,0739  18,7740  893,0000  0,0000  1,0649  18,7144  336,0000
41,106  2,9400  33,1052  18,7144  892,0000  -0,0420  1,0336  18,7144  335,0000
41,14  2,9400  33,1052  18,7144  891,0000  0,0000  1,0649  18,6846  336,0000
41,174  2,8770  33,1366  18,6846  889,0000  0,0420  1,0649  18,6846  334,0000
41,208  2,9610  33,1366  18,6846  887,0000  0,0210  1,0962  18,6548  334,0000
41,242  2,9190  33,1366  18,6846  886,0000  0,0000  1,0649  18,6250  333,0000
41,276  2,8770  33,1679  18,6548  882,0000  0,0210  1,0649  18,6250  334,0000
41,31  2,9190  33,1679  18,6250  880,0000  0,0630  1,0962  18,5952  333,0000
41,344  2,7720  33,1992  18,6250  879,0000  0,0210  1,0962  18,5952  333,0000
41,378  2,6880  33,1992  18,6250  876,0000  0,0000  1,0962  18,5654  332,0000
41,412  2,7720  33,1992  18,5952  874,0000  0,0420  1,0962  18,5654  332,0000
41,446  2,7510  33,1992  18,5654  872,0000  -0,0210  1,0649  18,5356  332,0000
